n_amenageur,n_operateur,n_enseigne,id_station,n_station,ad_station,code_insee,Xlongitude,Ylatitude,nbre_pdc,id_pdc,puiss_max,type_prise,acces_recharge,accessibilite,observations,date_maj
SDE07,SDE07,E Born,FR*S07*P07330*A,VALLON PONT D ARC_Quartier Ratiere,Quartier Ratiere 07150 VALLON PONT D ARC,07330,4.39753000,44.40623100,,FR*S07*E07330*A*B2*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07330*A,VALLON PONT D ARC_Quartier Ratiere,Quartier Ratiere 07150 VALLON PONT D ARC,07330,4.39753000,44.40623100,,FR*S07*E07330*A*B2*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07330*B,VALLON PONT D ARC_Parking Néruda,Parking Néruda 07150 VALLON PONT D ARC,07330,4.38994400,44.40626700,,FR*S07*E07330*B*B1*D,43.00,combo,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07330*B,VALLON PONT D ARC_Parking Néruda,Parking Néruda 07150 VALLON PONT D ARC,07330,4.38994400,44.40626700,,FR*S07*E07330*B*B1*G,43.00,T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07331*A,VALS LES BAINS_Place Galimard,Place Galimard 07600 VALS LES BAINS,07331,4.36573100,44.66579800,,FR*S07*E07331*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07331*A,VALS LES BAINS_Place Galimard,Place Galimard 07600 VALS LES BAINS,07331,4.36573100,44.66579800,,FR*S07*E07331*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07334*A,LES VANS_Le Bourdaric,Le Bourdaric 07140 LES VANS,07334,4.12818100,44.40526800,,FR*S07*E07334*A*B1*D,43.00,combo,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07334*A,LES VANS_Le Bourdaric,Le Bourdaric 07140 LES VANS,07334,4.12818100,44.40526800,,FR*S07*E07334*A*B1*G,43.00,T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07337*A,VERNOSC LES ANNONAY_Rue du Centre,Rue du Centre 07430 VERNOSC LES ANNONAY,07337,4.71452000,45.21870000,,FR*S07*E07337*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07337*A,VERNOSC LES ANNONAY_Rue du Centre,Rue du Centre 07430 VERNOSC LES ANNONAY,07337,4.71452000,45.21870000,,FR*S07*E07337*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07338*A,VERNOUX EN VIVARAIS_Avenue Vincent D Indy - Le Village,Avenue Vincent D Indy - Le Village 07240 VERNOUX EN VIVARAIS,07338,4.64776300,44.89765800,,FR*S07*E07338*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07338*A,VERNOUX EN VIVARAIS_Avenue Vincent D Indy - Le Village,Avenue Vincent D Indy - Le Village 07240 VERNOUX EN VIVARAIS,07338,4.64776300,44.89765800,,FR*S07*E07338*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07339*A,VESSEAUX_Chemin de l'Ancien Stade,Chemin de l'Ancien Stade 07200 VESSEAUX,07339,4.44517800,44.65252300,,FR*S07*E07339*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07339*A,VESSEAUX_Chemin de l'Ancien Stade,Chemin de l'Ancien Stade 07200 VESSEAUX,07339,4.44517800,44.65252300,,FR*S07*E07339*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07341*A,VILLENEUVE DE BERG_Place des Combettes,Place des Combettes 07170 VILLENEUVE DE BERG,07341,4.50192900,44.55836800,,FR*S07*E07341*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07341*A,VILLENEUVE DE BERG_Place des Combettes,Place des Combettes 07170 VILLENEUVE DE BERG,07341,4.50192900,44.55836800,,FR*S07*E07341*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07343*A,VINEZAC_Place Chalendas,Place Chalendas 07110 VINEZAC,07343,4.32584200,44.53750900,,FR*S07*E07343*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07343*A,VINEZAC_Place Chalendas,Place Chalendas 07110 VINEZAC,07343,4.32584200,44.53750900,,FR*S07*E07343*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07346*A,VIVIERS_Parking les Lauriers,Parking les Lauriers 07220 VIVIERS,07346,4.68870000,44.48441600,,FR*S07*E07346*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07346*A,VIVIERS_Parking les Lauriers,Parking les Lauriers 07220 VIVIERS,07346,4.68870000,44.48441600,,FR*S07*E07346*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07347*A,VOCANCE_Place de l'Eglise,Place de l'Eglise 07690 VOCANCE,07347,4.55361300,45.20223500,,FR*S07*E07347*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07347*A,VOCANCE_Place de l'Eglise,Place de l'Eglise 07690 VOCANCE,07347,4.55361300,45.20223500,,FR*S07*E07347*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07348*A,VOGUE_Place du Heyd,Place du Heyd 07200 VOGUE,07348,4.41839300,44.53913100,,FR*S07*E07348*A*B1*D,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
SDE07,SDE07,E Born,FR*S07*P07348*A,VOGUE_Place du Heyd,Place du Heyd 07200 VOGUE,07348,4.41839300,44.53913100,,FR*S07*E07348*A*B1*G,22.00,E/F + T2,Payant,24/24 7/7 jours,,20180209
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
